questionID,isFree,category,subCategory,conceptID,format,prompt,correctChoice,sourceIDs,lawBasis,subject,timing,numbers,exceptions,distractors,explanations,reviewer,reviewedAt,decision,notes
takken2026.v26.rights.0149,False,権利関係,民法総則,official.rights.09cb6d.060,multiple_choice,【民法総則】「心裡留保は原則有効」に関する次の記述のうち、正しいものを選んでください。,心裡留保は原則有効です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0150,False,権利関係,民法総則,official.rights.09cb6d.061,true_false,"【民法総則】次の記述は正しいですか。
代理人が意思表示をする場合、意思表示の瑕疵は原則として代理人について判断します。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0151,False,権利関係,民法総則,official.rights.09cb6d.061,wording_contrast,【民法総則】「代理では代理人基準」について、正確な記述を選んでください。,代理人が意思表示をする場合、意思表示の瑕疵は原則として代理人について判断します。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0152,False,権利関係,民法総則,official.rights.09cb6d.061,multiple_choice,【民法総則】「代理では代理人基準」に関する次の記述のうち、正しいものを選んでください。,代理人が意思表示をする場合、意思表示の瑕疵は原則として代理人について判断します。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0153,False,権利関係,民法総則,official.rights.09cb6d.062,true_false,"【民法総則】次の記述は正しいですか。
重要な錯誤など一定の要件を満たす場合、錯誤による意思表示は取り消すことができます。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0154,True,権利関係,民法総則,official.rights.09cb6d.062,wording_contrast,【民法総則】「錯誤は取消し」について、正確な記述を選んでください。,重要な錯誤など一定の要件を満たす場合、錯誤による意思表示は取り消すことができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0155,False,権利関係,民法総則,official.rights.09cb6d.062,multiple_choice,【民法総則】「錯誤は取消し」に関する次の記述のうち、正しいものを選んでください。,重要な錯誤など一定の要件を満たす場合、錯誤による意思表示は取り消すことができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0156,True,権利関係,民法総則,official.rights.09cb6d.063,true_false,"【民法総則】次の記述は正しいですか。
詐欺による意思表示は取り消すことができます。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0157,False,権利関係,民法総則,official.rights.09cb6d.063,wording_contrast,【民法総則】「詐欺は取消し」について、正確な記述を選んでください。,詐欺による意思表示は取り消すことができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0158,False,権利関係,民法総則,official.rights.09cb6d.063,multiple_choice,【民法総則】「詐欺は取消し」に関する次の記述のうち、正しいものを選んでください。,詐欺による意思表示は取り消すことができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0159,False,権利関係,民法総則,official.rights.09cb6d.064,true_false,"【民法総則】次の記述は正しいですか。
一定の要件のもと、5年間の占有で所有権を時効取得できる場合があります。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0160,False,権利関係,民法総則,official.rights.09cb6d.064,number_choice,【民法総則・数値】所有の意思をもつ悪意または有過失の占有者が所有権を時効取得する基本期間は何年か。,20年,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0161,False,権利関係,民法総則,official.rights.09cb6d.065,true_false,"【民法総則】次の記述は正しいですか。
時効完成後であれば、時効の利益を放棄することができません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0162,False,権利関係,民法総則,official.rights.09cb6d.065,wording_contrast,【民法総則】「完成前放棄は禁止、完成後は可能」について、正確な記述を選んでください。,時効完成後であれば、時効の利益を放棄することができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0163,False,権利関係,民法総則,official.rights.09cb6d.066,true_false,"【民法総則】次の記述は正しいですか。
時効の効果を確定的に受けるには、時効を援用する必要があります。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0164,False,権利関係,民法総則,official.rights.09cb6d.066,wording_contrast,【民法総則】「時効は援用が必要」について、正確な記述を選んでください。,時効の効果を確定的に受けるには、時効を援用する必要があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0165,False,権利関係,民法総則,official.rights.09cb6d.066,multiple_choice,【民法総則】「時効は援用が必要」に関する次の記述のうち、正しいものを選んでください。,時効の効果を確定的に受けるには、時効を援用する必要があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0166,False,権利関係,民法総則,official.rights.09cb6d.067,true_false,"【民法総則】次の記述は正しいですか。
所有権そのものは消滅時効にはかかりません。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0167,False,権利関係,民法総則,official.rights.09cb6d.067,wording_contrast,【民法総則】「所有権は消滅時効にかからない」について、正確な記述を選んでください。,所有権そのものは消滅時効にはかかりません。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0168,False,権利関係,民法総則,official.rights.09cb6d.068,true_false,"【民法総則】次の記述は正しいですか。
債権の消滅時効では、権利を行使できることを知った時から3年、権利を行使できる時から10年が基本です。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0169,True,権利関係,民法総則,official.rights.09cb6d.068,number_choice,【民法総則・数値】債権者が権利を行使できることを知った時からの消滅時効期間は、原則何年か。,5年,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0170,False,権利関係,民法総則,official.rights.09cb6d.068,multiple_choice,【民法総則】「債権時効は5年・10年を押さえる」に関する次の記述のうち、正しいものを選んでください。,債権の消滅時効では、権利を行使できることを知った時から5年、権利を行使できる時から10年が基本です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0171,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.069,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
共有者は、自分の共有持分を原則として単独で処分できます。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0172,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.069,wording_contrast,【物権・対抗要件・共有】「共有持分は単独処分可能」について、正確な記述を選んでください。,共有者は、自分の共有持分を原則として単独で処分できます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0173,True,権利関係,物権・対抗要件・共有,official.rights.6352ca.069,multiple_choice,【物権・対抗要件・共有】「共有持分は単独処分可能」に関する次の記述のうち、正しいものを選んでください。,共有者は、自分の共有持分を原則として単独で処分できます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0174,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.070,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
共有者は、共有物の全部について、持分に応じた使用をすることができません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0175,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.070,wording_contrast,【物権・対抗要件・共有】「共有者は全体を持分に応じて使用」について、正確な記述を選んでください。,共有者は、共有物の全部について、持分に応じた使用をすることができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0176,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.070,multiple_choice,【物権・対抗要件・共有】「共有者は全体を持分に応じて使用」に関する次の記述のうち、正しいものを選んでください。,共有者は、共有物の全部について、持分に応じた使用をすることができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0177,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.071,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
共有物の管理に関する事項は、原則として持分価格の過半数で決めます。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0178,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.071,wording_contrast,【物権・対抗要件・共有】「管理は持分価格の過半数」について、正確な記述を選んでください。,共有物の管理に関する事項は、原則として持分価格の過半数で決めます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0179,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.071,multiple_choice,【物権・対抗要件・共有】「管理は持分価格の過半数」に関する次の記述のうち、正しいものを選んでください。,共有物の管理に関する事項は、原則として持分価格の過半数で決めます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0180,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.072,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
共有者は、5年を超えない期間を定めて共有物を分割しない契約をすることができます。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0181,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.072,wording_contrast,【物権・対抗要件・共有】「共有物分割禁止は5年以内」について、正確な記述を選んでください。,共有者は、5年を超えない期間を定めて共有物を分割しない契約をすることができます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0182,True,権利関係,物権・対抗要件・共有,official.rights.6352ca.073,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
一定の要件を満たせば、動産について即時取得が成立する場合がありません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0183,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.073,wording_contrast,【物権・対抗要件・共有】「即時取得は取引・占有・善意無過失」について、正確な記述を選んでください。,一定の要件を満たせば、動産について即時取得が成立する場合があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0184,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.073,multiple_choice,【物権・対抗要件・共有】「即時取得は取引・占有・善意無過失」に関する次の記述のうち、正しいものを選んでください。,一定の要件を満たせば、動産について即時取得が成立する場合があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0185,False,権利関係,担保物権・抵当権,official.rights.6352ca.074,true_false,"【担保物権・抵当権】次の記述は正しいですか。
他人の物の占有者は、その物に関して生じた弁済期の債権を有するとき、原則として弁済を受けるまでその物を留置できません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0186,False,権利関係,担保物権・抵当権,official.rights.6352ca.074,wording_contrast,【担保物権・抵当権】「留置権は物を留置できる」について、正確な記述を選んでください。,他人の物の占有者は、その物に関して生じた弁済期の債権を有するとき、原則として弁済を受けるまでその物を留置できます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0187,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.075,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
地上権は物権であり、土地賃借権は原則として債権です。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0188,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.075,wording_contrast,【物権・対抗要件・共有】「地上権は物権、賃借権は債権」について、正確な記述を選んでください。,地上権は物権であり、土地賃借権は原則として債権です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0189,True,権利関係,物権・対抗要件・共有,official.rights.6352ca.075,multiple_choice,【物権・対抗要件・共有】「地上権は物権、賃借権は債権」に関する次の記述のうち、正しいものを選んでください。,地上権は物権であり、土地賃借権は原則として債権です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0190,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.076,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
地役権は、要役地の便益のために他人の土地である承役地を利用する権利ではありません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0191,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.076,wording_contrast,【物権・対抗要件・共有】「地役権は要役地に従う」について、正確な記述を選んでください。,地役権は、要役地の便益のために他人の土地である承役地を利用する権利です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0192,True,権利関係,物権・対抗要件・共有,official.rights.6352ca.077,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
所有者は、所有権を侵害する者に対し、返還・妨害排除・妨害予防を請求できる場合があります。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0193,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.077,multiple_choice,【物権・対抗要件・共有】「物権的請求権」に関する次の記述のうち、正しいものを選んでください。,所有者は、所有権を侵害する者に対し、返還・妨害排除・妨害予防を請求できる場合があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0194,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.078,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
相隣関係は、隣接する土地所有者間の利用調整に関するルールです。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0195,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.078,wording_contrast,【物権・対抗要件・共有】「隣地との利用調整」について、正確な記述を選んでください。,相隣関係は、隣接する土地所有者間の利用調整に関するルールです。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0196,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.079,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
公道に通じない土地の所有者には、一定の要件で囲繞地通行権が認められる場合がありません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0197,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.079,wording_contrast,【物権・対抗要件・共有】「袋地は通行権」について、正確な記述を選んでください。,公道に通じない土地の所有者には、一定の要件で囲繞地通行権が認められる場合があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0198,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.080,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
地役権で便益を受ける土地を要役地、利用される土地を承役地といいません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0199,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.080,wording_contrast,【物権・対抗要件・共有】「便益を受けるのが要役地」について、正確な記述を選んでください。,地役権で便益を受ける土地を要役地、利用される土地を承役地といいます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0200,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.081,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
当事者間では、不動産の物権変動は契約などの意思表示により効力を生じません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0201,True,権利関係,物権・対抗要件・共有,official.rights.6352ca.081,wording_contrast,【物権・対抗要件・共有】「当事者間は意思表示、第三者対抗は登記」について、正確な記述を選んでください。,当事者間では、不動産の物権変動は契約などの意思表示により効力を生じます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0202,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.081,multiple_choice,【物権・対抗要件・共有】「当事者間は意思表示、第三者対抗は登記」に関する次の記述のうち、正しいものを選んでください。,当事者間では、不動産の物権変動は契約などの意思表示により効力を生じます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0203,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.082,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
二重譲渡では、原則として先に登記を備えた者が優先しません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0204,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.082,wording_contrast,【物権・対抗要件・共有】「二重譲渡は登記の先後」について、正確な記述を選んでください。,二重譲渡では、原則として先に登記を備えた者が優先します。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0205,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.082,multiple_choice,【物権・対抗要件・共有】「二重譲渡は登記の先後」に関する次の記述のうち、正しいものを選んでください。,二重譲渡では、原則として先に登記を備えた者が優先します。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0206,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.083,true_false,"【物権・対抗要件・共有】次の記述は正しいですか。
不動産登記には、登記を信頼した者を常に保護する公信力はありません。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0207,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.083,wording_contrast,【物権・対抗要件・共有】「不動産登記に公信力なし」について、正確な記述を選んでください。,不動産登記には、登記を信頼した者を常に保護する公信力はありません。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0208,False,権利関係,物権・対抗要件・共有,official.rights.6352ca.083,multiple_choice,【物権・対抗要件・共有】「不動産登記に公信力なし」に関する次の記述のうち、正しいものを選んでください。,不動産登記には、登記を信頼した者を常に保護する公信力はありません。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0209,True,権利関係,不動産登記法,official.rights.6352ca.084,true_false,"【不動産登記法】次の記述は正しいですか。
登記識別情報は、登記名義人となった申請人に通知され、その後の権利に関する登記申請で本人確認に用いられません。",誤り,egov.registration,,,,,,,,,,,
takken2026.v26.rights.0210,False,権利関係,不動産登記法,official.rights.6352ca.084,multiple_choice,【不動産登記法】「登記識別情報」に関する次の記述のうち、正しいものを選んでください。,登記識別情報は、登記名義人となった申請人に通知され、その後の権利に関する登記申請で本人確認に用いられます。,egov.registration,,,,,,,,,,,
takken2026.v26.rights.0211,True,権利関係,不動産登記法,official.rights.6352ca.085,true_false,"【不動産登記法】次の記述は正しいですか。
相続等で不動産を取得したことを知った者は、その取得を知った日から3年以内に相続登記を申請します。",正しい,moj.inheritance-registration,,,,,,,,,,,
takken2026.v26.rights.0212,False,権利関係,不動産登記法,official.rights.6352ca.085,wording_contrast,【不動産登記法】「相続登記は3年以内」について、正確な記述を選んでください。,相続等で不動産を取得したことを知った者は、その取得を知った日から3年以内に相続登記を申請します。,moj.inheritance-registration,,,,,,,,,,,
takken2026.v26.rights.0213,False,権利関係,相続,official.rights.acfb33.086,true_false,"【相続】次の記述は正しいですか。
自筆証書遺言は、原則として全文・日付・氏名を自書し、押印する方式です。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0214,False,権利関係,相続,official.rights.acfb33.086,wording_contrast,【相続】「自筆証書は自書・日付・氏名・押印」について、正確な記述を選んでください。,自筆証書遺言は、原則として全文・日付・氏名を自書し、押印する方式です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0215,True,権利関係,相続,official.rights.acfb33.086,multiple_choice,【相続】「自筆証書は自書・日付・氏名・押印」に関する次の記述のうち、正しいものを選んでください。,自筆証書遺言は、原則として全文・日付・氏名を自書し、押印する方式です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0216,False,権利関係,相続,official.rights.acfb33.087,true_false,"【相続】次の記述は正しいですか。
被相続人の配偶者は、常に相続人となりません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0217,False,権利関係,相続,official.rights.acfb33.087,wording_contrast,【相続】「配偶者は常に相続人」について、正確な記述を選んでください。,被相続人の配偶者は、常に相続人となります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0218,False,権利関係,相続,official.rights.acfb33.087,multiple_choice,【相続】「配偶者は常に相続人」に関する次の記述のうち、正しいものを選んでください。,被相続人の配偶者は、常に相続人となります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0219,False,権利関係,相続,official.rights.acfb33.088,true_false,"【相続】次の記述は正しいですか。
被相続人の配偶者は、一定の要件を満たすと、被相続人所有の建物に無償で居住する配偶者居住権を取得できません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0220,False,権利関係,相続,official.rights.acfb33.088,wording_contrast,【相続】「配偶者居住権」について、正確な記述を選んでください。,被相続人の配偶者は、一定の要件を満たすと、被相続人所有の建物に無償で居住する配偶者居住権を取得できます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0221,True,権利関係,相続,official.rights.acfb33.088,multiple_choice,【相続】「配偶者居住権」に関する次の記述のうち、正しいものを選んでください。,被相続人の配偶者は、一定の要件を満たすと、被相続人所有の建物に無償で居住する配偶者居住権を取得できます。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0222,False,権利関係,相続,official.rights.acfb33.089,wording_contrast,【相続】「配偶者+兄弟姉妹=4分の3と4分の1」について、正確な記述を選んでください。,配偶者と兄弟姉妹が相続人の場合、配偶者は4分の3、兄弟姉妹は4分の1です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0223,False,権利関係,相続,official.rights.acfb33.089,number_choice,【相続・数値】配偶者と兄弟姉妹が相続人の場合、配偶者の法定相続分はいくらか。,4分の3,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0224,False,権利関係,相続,official.rights.acfb33.089,multiple_choice,【相続】「配偶者+兄弟姉妹=4分の3と4分の1」に関する次の記述のうち、正しいものを選んでください。,配偶者と兄弟姉妹が相続人の場合、配偶者は4分の3、兄弟姉妹は4分の1です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0225,False,権利関係,相続,official.rights.acfb33.090,true_false,"【相続】次の記述は正しいですか。
配偶者と直系尊属が相続人の場合、配偶者は3分の2、直系尊属は3分の1です。",正しい,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0226,False,権利関係,相続,official.rights.acfb33.090,wording_contrast,【相続】「配偶者+直系尊属=3分の2と3分の1」について、正確な記述を選んでください。,配偶者と直系尊属が相続人の場合、配偶者は3分の2、直系尊属は3分の1です。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0227,False,権利関係,相続,official.rights.acfb33.091,true_false,"【相続】次の記述は正しいですか。
限定承認は、相続人全員で行う必要はありません。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0228,False,権利関係,相続,official.rights.acfb33.091,wording_contrast,【相続】「限定承認は全員で」について、正確な記述を選んでください。,限定承認は、相続人全員で行う必要があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0229,False,権利関係,相続,official.rights.acfb33.091,multiple_choice,【相続】「限定承認は全員で」に関する次の記述のうち、正しいものを選んでください。,限定承認は、相続人全員で行う必要があります。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0230,True,権利関係,相続,official.rights.acfb33.092,true_false,"【相続】次の記述は正しいですか。
相続放棄は、原則として相続開始を知った時から1か月以内にします。",誤り,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0231,False,権利関係,相続,official.rights.acfb33.092,number_choice,【相続・数値】相続放棄は、原則として自己のために相続開始があったことを知った時から何か月以内か。,3か月,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0232,False,権利関係,相続,official.rights.acfb33.092,multiple_choice,【相続】「相続放棄は3か月」に関する次の記述のうち、正しいものを選んでください。,相続放棄は、原則として相続開始を知った時から3か月以内にします。,egov.civil,,,,,,,,,,,
takken2026.v26.rights.0233,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.093,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
借地借家法には強行規定があり、借主に不利な特約が無効となる場合がありません。",誤り,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0234,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.093,wording_contrast,【賃貸借・借地借家法】「借主不利特約は無効の場合」について、正確な記述を選んでください。,借地借家法には強行規定があり、借主に不利な特約が無効となる場合があります。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0235,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.094,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
賃貸人は、賃借物を使用収益させる義務を負いません。",誤り,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0236,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.094,multiple_choice,【賃貸借・借地借家法】「賃貸人の使用収益義務」に関する次の記述のうち、正しいものを選んでください。,賃貸人は、賃借物を使用収益させる義務を負います。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0237,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.095,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
賃借人は、原則として賃貸人の承諾を得なければ賃借権を譲渡し、または転貸できます。",誤り,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0238,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.095,wording_contrast,【賃貸借・借地借家法】「賃借権の無断譲渡・転貸」について、正確な記述を選んでください。,賃借人は、原則として賃貸人の承諾を得なければ賃借権を譲渡し、または転貸できません。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0239,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.096,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
事業用定期借地権は、専ら事業の用に供する建物所有を目的とする場合に使われません。",誤り,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0240,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.096,wording_contrast,【賃貸借・借地借家法】「事業用は居住用不可」について、正確な記述を選んでください。,事業用定期借地権は、専ら事業の用に供する建物所有を目的とする場合に使われます。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0241,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.097,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
借地借家法上の借地権は、建物所有を目的とする地上権または土地賃借権です。",正しい,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0242,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.097,wording_contrast,【賃貸借・借地借家法】「借地権=建物所有目的」について、正確な記述を選んでください。,借地借家法上の借地権は、建物所有を目的とする地上権または土地賃借権です。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0243,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.097,multiple_choice,【賃貸借・借地借家法】「借地権=建物所有目的」に関する次の記述のうち、正しいものを選んでください。,借地借家法上の借地権は、建物所有を目的とする地上権または土地賃借権です。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0244,True,権利関係,賃貸借・借地借家法,official.rights.dd60ed.098,wording_contrast,【賃貸借・借地借家法】「一般定期借地は50年以上」について、正確な記述を選んでください。,一般定期借地権は、存続期間50年以上で設定されます。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0245,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.098,number_choice,【賃貸借・借地借家法・数値】一般定期借地権の存続期間は何年以上か。,50年,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0246,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.098,multiple_choice,【賃貸借・借地借家法】「一般定期借地は50年以上」に関する次の記述のうち、正しいものを選んでください。,一般定期借地権は、存続期間50年以上で設定されます。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0247,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.099,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
建物譲渡特約付借地権は、一定期間経過後に建物を地主に譲渡する特約を伴いません。",誤り,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0248,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.099,wording_contrast,【賃貸借・借地借家法】「建物譲渡特約に注意」について、正確な記述を選んでください。,建物譲渡特約付借地権は、一定期間経過後に建物を地主に譲渡する特約を伴います。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0249,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.100,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
敷金は、未払債務などを控除した残額が返還されます。",正しい,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0250,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.100,wording_contrast,【賃貸借・借地借家法】「敷金は控除後返還」について、正確な記述を選んでください。,敷金は、未払債務などを控除した残額が返還されます。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0251,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.101,true_false,"【賃貸借・借地借家法】次の記述は正しいですか。
定期建物賃貸借は書面等で契約し、賃貸人が契約前に更新がない旨を記載した書面等を交付して説明します。",正しい,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0252,False,権利関係,賃貸借・借地借家法,official.rights.dd60ed.101,wording_contrast,【賃貸借・借地借家法】「定期建物賃貸借の方式」について、正確な記述を選んでください。,定期建物賃貸借は書面等で契約し、賃貸人が契約前に更新がない旨を記載した書面等を交付して説明します。,egov.lease,,,,,,,,,,,
takken2026.v26.rights.0253,True,権利関係,賃貸借・借地借家法,official.rights.dd60ed.101,multiple_choice,【賃貸借・借地借家法】「定期建物賃貸借の方式」に関する次の記述のうち、正しいものを選んでください。,定期建物賃貸借は書面等で契約し、賃貸人が契約前に更新がない旨を記載した書面等を交付して説明します。,egov.lease,,,,,,,,,,,
