priority,questionID,isFree,category,subCategory,format,conceptID,reason
P1,takken2026.v26.rights.0010,False,権利関係,不動産登記法,wording_contrast,official.rights.2430e0.004,近年改正・周辺法令確認
P2,takken2026.v26.rights.0011,False,権利関係,債権総論,true_false,official.rights.cc1da0.005,通常全問校閲
P2,takken2026.v26.rights.0012,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.005,通常全問校閲
P1,takken2026.v26.rights.0013,False,権利関係,債権総論,multiple_choice,official.rights.cc1da0.005,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0014,False,権利関係,債権総論,true_false,official.rights.cc1da0.006,通常全問校閲
P2,takken2026.v26.rights.0015,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.006,通常全問校閲
P1,takken2026.v26.rights.0016,False,権利関係,債権総論,multiple_choice,official.rights.cc1da0.006,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0017,False,権利関係,債権総論,true_false,official.rights.cc1da0.007,通常全問校閲
P2,takken2026.v26.rights.0018,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.007,通常全問校閲
P2,takken2026.v26.rights.0019,False,権利関係,債権総論,true_false,official.rights.cc1da0.008,通常全問校閲
P2,takken2026.v26.rights.0020,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.008,通常全問校閲
P2,takken2026.v26.rights.0021,False,権利関係,債権総論,true_false,official.rights.cc1da0.009,通常全問校閲
P2,takken2026.v26.rights.0022,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.009,通常全問校閲
P1,takken2026.v26.rights.0023,False,権利関係,債権総論,multiple_choice,official.rights.cc1da0.009,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0024,False,権利関係,債権総論,true_false,official.rights.cc1da0.010,通常全問校閲
P2,takken2026.v26.rights.0025,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.010,通常全問校閲
P1,takken2026.v26.rights.0026,False,権利関係,債権総論,multiple_choice,official.rights.cc1da0.010,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0027,False,権利関係,債権総論,true_false,official.rights.cc1da0.011,通常全問校閲
P0,takken2026.v26.rights.0028,True,権利関係,債権総論,multiple_choice,official.rights.cc1da0.011,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0029,False,権利関係,債権総論,true_false,official.rights.cc1da0.012,通常全問校閲
P2,takken2026.v26.rights.0030,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.012,通常全問校閲
P2,takken2026.v26.rights.0031,False,権利関係,債権総論,true_false,official.rights.cc1da0.013,通常全問校閲
P2,takken2026.v26.rights.0032,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.013,通常全問校閲
P2,takken2026.v26.rights.0033,False,権利関係,債権総論,true_false,official.rights.cc1da0.014,通常全問校閲
P2,takken2026.v26.rights.0034,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.014,通常全問校閲
P2,takken2026.v26.rights.0035,False,権利関係,債権総論,true_false,official.rights.cc1da0.015,通常全問校閲
P2,takken2026.v26.rights.0036,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.015,通常全問校閲
P1,takken2026.v26.rights.0037,False,権利関係,債権総論,multiple_choice,official.rights.cc1da0.015,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0038,False,権利関係,債権総論,true_false,official.rights.cc1da0.016,通常全問校閲
P2,takken2026.v26.rights.0039,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.016,通常全問校閲
P2,takken2026.v26.rights.0040,False,権利関係,債権総論,true_false,official.rights.cc1da0.017,通常全問校閲
P2,takken2026.v26.rights.0041,False,権利関係,債権総論,wording_contrast,official.rights.cc1da0.017,通常全問校閲
P1,takken2026.v26.rights.0042,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.018,近年改正・周辺法令確認
P1,takken2026.v26.rights.0043,False,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.018,近年改正・周辺法令確認
P1,takken2026.v26.rights.0044,False,権利関係,区分所有法,multiple_choice,official.rights.0c4f8f.018,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0045,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.019,近年改正・周辺法令確認
P0,takken2026.v26.rights.0046,True,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.019,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.rights.0047,False,権利関係,区分所有法,multiple_choice,official.rights.0c4f8f.019,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0048,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.020,近年改正・周辺法令確認
P1,takken2026.v26.rights.0049,False,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.020,近年改正・周辺法令確認
P1,takken2026.v26.rights.0050,False,権利関係,区分所有法,multiple_choice,official.rights.0c4f8f.020,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0051,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.021,近年改正・周辺法令確認
P1,takken2026.v26.rights.0052,False,権利関係,区分所有法,multiple_choice,official.rights.0c4f8f.021,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0053,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.022,近年改正・周辺法令確認
P1,takken2026.v26.rights.0054,False,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.022,近年改正・周辺法令確認
P1,takken2026.v26.rights.0055,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.023,近年改正・周辺法令確認
P1,takken2026.v26.rights.0056,False,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.023,近年改正・周辺法令確認
P1,takken2026.v26.rights.0057,False,権利関係,区分所有法,true_false,official.rights.0c4f8f.024,近年改正・周辺法令確認
P1,takken2026.v26.rights.0058,False,権利関係,区分所有法,wording_contrast,official.rights.0c4f8f.024,近年改正・周辺法令確認
P1,takken2026.v26.rights.0059,False,権利関係,区分所有法,multiple_choice,official.rights.0c4f8f.024,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0060,True,権利関係,契約各論・売買,true_false,official.rights.86cf71.025,無料見本のため最優先
P2,takken2026.v26.rights.0061,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.025,通常全問校閲
P1,takken2026.v26.rights.0062,False,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.025,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0063,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.026,通常全問校閲
P2,takken2026.v26.rights.0064,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.026,通常全問校閲
P2,takken2026.v26.rights.0065,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.027,通常全問校閲
P2,takken2026.v26.rights.0066,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.027,通常全問校閲
P2,takken2026.v26.rights.0067,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.028,通常全問校閲
P2,takken2026.v26.rights.0068,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.028,通常全問校閲
P1,takken2026.v26.rights.0069,False,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.028,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0070,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.029,通常全問校閲
P2,takken2026.v26.rights.0071,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.029,通常全問校閲
P1,takken2026.v26.rights.0072,False,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.029,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0073,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.030,通常全問校閲
P2,takken2026.v26.rights.0074,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.030,通常全問校閲
P1,takken2026.v26.rights.0075,False,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.030,全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0076,True,権利関係,契約各論・売買,true_false,official.rights.86cf71.031,無料見本のため最優先
P2,takken2026.v26.rights.0077,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.031,通常全問校閲
P1,takken2026.v26.rights.0078,False,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.031,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0079,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.032,通常全問校閲
P2,takken2026.v26.rights.0080,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.032,通常全問校閲
P0,takken2026.v26.rights.0081,True,権利関係,契約各論・売買,multiple_choice,official.rights.86cf71.032,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0082,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.033,通常全問校閲
P2,takken2026.v26.rights.0083,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.033,通常全問校閲
P2,takken2026.v26.rights.0084,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.034,通常全問校閲
P2,takken2026.v26.rights.0085,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.034,通常全問校閲
P2,takken2026.v26.rights.0086,False,権利関係,契約各論・売買,true_false,official.rights.86cf71.035,通常全問校閲
P2,takken2026.v26.rights.0087,False,権利関係,契約各論・売買,wording_contrast,official.rights.86cf71.035,通常全問校閲
P2,takken2026.v26.rights.0088,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.036,通常全問校閲
P2,takken2026.v26.rights.0089,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.037,通常全問校閲
P2,takken2026.v26.rights.0090,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.037,通常全問校閲
P1,takken2026.v26.rights.0091,False,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.037,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0092,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.038,通常全問校閲
P2,takken2026.v26.rights.0093,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.038,通常全問校閲
P2,takken2026.v26.rights.0094,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.039,通常全問校閲
P2,takken2026.v26.rights.0095,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.040,通常全問校閲
P0,takken2026.v26.rights.0096,True,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.040,無料見本のため最優先
P1,takken2026.v26.rights.0097,False,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.040,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0098,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.041,通常全問校閲
P2,takken2026.v26.rights.0099,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.041,通常全問校閲
P1,takken2026.v26.rights.0100,False,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.041,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0101,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.042,通常全問校閲
P2,takken2026.v26.rights.0102,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.042,通常全問校閲
P1,takken2026.v26.rights.0103,False,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.042,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0104,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.043,通常全問校閲
P2,takken2026.v26.rights.0105,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.043,通常全問校閲
P0,takken2026.v26.rights.0106,True,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.043,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0107,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.044,通常全問校閲
P2,takken2026.v26.rights.0108,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.044,通常全問校閲
P1,takken2026.v26.rights.0109,False,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.044,全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0110,False,権利関係,区分所有法,true_false,official.rights.1abdc5.045,近年改正・周辺法令確認
P1,takken2026.v26.rights.0111,False,権利関係,区分所有法,wording_contrast,official.rights.1abdc5.045,近年改正・周辺法令確認
P2,takken2026.v26.rights.0112,False,権利関係,担保物権・抵当権,true_false,official.rights.1abdc5.046,通常全問校閲
P2,takken2026.v26.rights.0113,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.1abdc5.046,通常全問校閲
P0,takken2026.v26.rights.0114,True,権利関係,担保物権・抵当権,multiple_choice,official.rights.1abdc5.046,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0115,False,権利関係,債権総論,true_false,official.rights.350570.047,通常全問校閲
P2,takken2026.v26.rights.0116,False,権利関係,債権総論,wording_contrast,official.rights.350570.047,通常全問校閲
P0,takken2026.v26.rights.0117,True,権利関係,民法総則,true_false,official.rights.350570.048,無料見本のため最優先
P2,takken2026.v26.rights.0118,False,権利関係,民法総則,wording_contrast,official.rights.350570.048,通常全問校閲
P2,takken2026.v26.rights.0119,False,権利関係,民法総則,true_false,official.rights.350570.049,通常全問校閲
P2,takken2026.v26.rights.0120,False,権利関係,民法総則,wording_contrast,official.rights.350570.049,通常全問校閲
P1,takken2026.v26.rights.0121,False,権利関係,民法総則,multiple_choice,official.rights.350570.049,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0122,False,権利関係,債権総論,true_false,official.rights.350570.050,通常全問校閲
P2,takken2026.v26.rights.0123,False,権利関係,債権総論,wording_contrast,official.rights.350570.050,通常全問校閲
P1,takken2026.v26.rights.0124,False,権利関係,債権総論,multiple_choice,official.rights.350570.050,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0125,False,権利関係,民法総則,true_false,official.rights.09cb6d.051,通常全問校閲
P2,takken2026.v26.rights.0126,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.051,通常全問校閲
P1,takken2026.v26.rights.0127,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.051,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0128,False,権利関係,民法総則,true_false,official.rights.09cb6d.052,通常全問校閲
P2,takken2026.v26.rights.0129,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.052,通常全問校閲
P2,takken2026.v26.rights.0130,False,権利関係,民法総則,true_false,official.rights.09cb6d.053,通常全問校閲
P2,takken2026.v26.rights.0131,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.053,通常全問校閲
P1,takken2026.v26.rights.0132,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.053,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0133,False,権利関係,民法総則,true_false,official.rights.09cb6d.054,通常全問校閲
P2,takken2026.v26.rights.0134,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.054,通常全問校閲
P1,takken2026.v26.rights.0135,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.054,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0136,False,権利関係,民法総則,true_false,official.rights.09cb6d.055,通常全問校閲
P2,takken2026.v26.rights.0137,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.055,通常全問校閲
P1,takken2026.v26.rights.0138,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.055,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0139,False,権利関係,民法総則,true_false,official.rights.09cb6d.056,通常全問校閲
P2,takken2026.v26.rights.0140,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.056,通常全問校閲
P2,takken2026.v26.rights.0141,False,権利関係,民法総則,true_false,official.rights.09cb6d.057,通常全問校閲
P2,takken2026.v26.rights.0142,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.057,通常全問校閲
P1,takken2026.v26.rights.0143,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.057,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0144,False,権利関係,民法総則,true_false,official.rights.09cb6d.058,通常全問校閲
P2,takken2026.v26.rights.0145,False,権利関係,民法総則,true_false,official.rights.09cb6d.059,通常全問校閲
P0,takken2026.v26.rights.0146,True,権利関係,民法総則,wording_contrast,official.rights.09cb6d.059,無料見本のため最優先
P1,takken2026.v26.rights.0147,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.059,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0148,False,権利関係,民法総則,true_false,official.rights.09cb6d.060,通常全問校閲
P1,takken2026.v26.rights.0149,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.060,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0150,False,権利関係,民法総則,true_false,official.rights.09cb6d.061,通常全問校閲
P2,takken2026.v26.rights.0151,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.061,通常全問校閲
P1,takken2026.v26.rights.0152,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.061,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0153,False,権利関係,民法総則,true_false,official.rights.09cb6d.062,通常全問校閲
P0,takken2026.v26.rights.0154,True,権利関係,民法総則,wording_contrast,official.rights.09cb6d.062,無料見本のため最優先
P1,takken2026.v26.rights.0155,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.062,全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0156,True,権利関係,民法総則,true_false,official.rights.09cb6d.063,無料見本のため最優先
P2,takken2026.v26.rights.0157,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.063,通常全問校閲
P1,takken2026.v26.rights.0158,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.063,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0159,False,権利関係,民法総則,true_false,official.rights.09cb6d.064,通常全問校閲
P2,takken2026.v26.rights.0160,False,権利関係,民法総則,number_choice,official.rights.09cb6d.064,通常全問校閲
P2,takken2026.v26.rights.0161,False,権利関係,民法総則,true_false,official.rights.09cb6d.065,通常全問校閲
P2,takken2026.v26.rights.0162,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.065,通常全問校閲
P2,takken2026.v26.rights.0163,False,権利関係,民法総則,true_false,official.rights.09cb6d.066,通常全問校閲
P2,takken2026.v26.rights.0164,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.066,通常全問校閲
P1,takken2026.v26.rights.0165,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.066,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0166,False,権利関係,民法総則,true_false,official.rights.09cb6d.067,通常全問校閲
P2,takken2026.v26.rights.0167,False,権利関係,民法総則,wording_contrast,official.rights.09cb6d.067,通常全問校閲
P2,takken2026.v26.rights.0168,False,権利関係,民法総則,true_false,official.rights.09cb6d.068,通常全問校閲
P0,takken2026.v26.rights.0169,True,権利関係,民法総則,number_choice,official.rights.09cb6d.068,無料見本のため最優先
P1,takken2026.v26.rights.0170,False,権利関係,民法総則,multiple_choice,official.rights.09cb6d.068,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0171,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.069,通常全問校閲
P2,takken2026.v26.rights.0172,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.069,通常全問校閲
P0,takken2026.v26.rights.0173,True,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.069,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0174,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.070,通常全問校閲
P2,takken2026.v26.rights.0175,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.070,通常全問校閲
P1,takken2026.v26.rights.0176,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.070,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0177,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.071,通常全問校閲
P2,takken2026.v26.rights.0178,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.071,通常全問校閲
P1,takken2026.v26.rights.0179,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.071,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0180,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.072,通常全問校閲
P2,takken2026.v26.rights.0181,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.072,通常全問校閲
P0,takken2026.v26.rights.0182,True,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.073,無料見本のため最優先
P2,takken2026.v26.rights.0183,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.073,通常全問校閲
P1,takken2026.v26.rights.0184,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.073,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0185,False,権利関係,担保物権・抵当権,true_false,official.rights.6352ca.074,通常全問校閲
P2,takken2026.v26.rights.0186,False,権利関係,担保物権・抵当権,wording_contrast,official.rights.6352ca.074,通常全問校閲
P2,takken2026.v26.rights.0187,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.075,通常全問校閲
P2,takken2026.v26.rights.0188,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.075,通常全問校閲
P0,takken2026.v26.rights.0189,True,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.075,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0190,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.076,通常全問校閲
P2,takken2026.v26.rights.0191,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.076,通常全問校閲
P0,takken2026.v26.rights.0192,True,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.077,無料見本のため最優先
P1,takken2026.v26.rights.0193,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.077,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0194,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.078,通常全問校閲
P2,takken2026.v26.rights.0195,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.078,通常全問校閲
P2,takken2026.v26.rights.0196,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.079,通常全問校閲
P2,takken2026.v26.rights.0197,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.079,通常全問校閲
P2,takken2026.v26.rights.0198,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.080,通常全問校閲
P2,takken2026.v26.rights.0199,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.080,通常全問校閲
P2,takken2026.v26.rights.0200,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.081,通常全問校閲
P0,takken2026.v26.rights.0201,True,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.081,無料見本のため最優先
P1,takken2026.v26.rights.0202,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.081,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0203,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.082,通常全問校閲
P2,takken2026.v26.rights.0204,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.082,通常全問校閲
P1,takken2026.v26.rights.0205,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.082,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0206,False,権利関係,物権・対抗要件・共有,true_false,official.rights.6352ca.083,通常全問校閲
P2,takken2026.v26.rights.0207,False,権利関係,物権・対抗要件・共有,wording_contrast,official.rights.6352ca.083,通常全問校閲
P1,takken2026.v26.rights.0208,False,権利関係,物権・対抗要件・共有,multiple_choice,official.rights.6352ca.083,全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0209,True,権利関係,不動産登記法,true_false,official.rights.6352ca.084,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.rights.0210,False,権利関係,不動産登記法,multiple_choice,official.rights.6352ca.084,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0211,True,権利関係,不動産登記法,true_false,official.rights.6352ca.085,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.rights.0212,False,権利関係,不動産登記法,wording_contrast,official.rights.6352ca.085,近年改正・周辺法令確認
P2,takken2026.v26.rights.0213,False,権利関係,相続,true_false,official.rights.acfb33.086,通常全問校閲
P2,takken2026.v26.rights.0214,False,権利関係,相続,wording_contrast,official.rights.acfb33.086,通常全問校閲
P0,takken2026.v26.rights.0215,True,権利関係,相続,multiple_choice,official.rights.acfb33.086,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0216,False,権利関係,相続,true_false,official.rights.acfb33.087,通常全問校閲
P2,takken2026.v26.rights.0217,False,権利関係,相続,wording_contrast,official.rights.acfb33.087,通常全問校閲
P1,takken2026.v26.rights.0218,False,権利関係,相続,multiple_choice,official.rights.acfb33.087,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0219,False,権利関係,相続,true_false,official.rights.acfb33.088,通常全問校閲
P2,takken2026.v26.rights.0220,False,権利関係,相続,wording_contrast,official.rights.acfb33.088,通常全問校閲
P0,takken2026.v26.rights.0221,True,権利関係,相続,multiple_choice,official.rights.acfb33.088,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0222,False,権利関係,相続,wording_contrast,official.rights.acfb33.089,通常全問校閲
P2,takken2026.v26.rights.0223,False,権利関係,相続,number_choice,official.rights.acfb33.089,通常全問校閲
P1,takken2026.v26.rights.0224,False,権利関係,相続,multiple_choice,official.rights.acfb33.089,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0225,False,権利関係,相続,true_false,official.rights.acfb33.090,通常全問校閲
P2,takken2026.v26.rights.0226,False,権利関係,相続,wording_contrast,official.rights.acfb33.090,通常全問校閲
P2,takken2026.v26.rights.0227,False,権利関係,相続,true_false,official.rights.acfb33.091,通常全問校閲
P2,takken2026.v26.rights.0228,False,権利関係,相続,wording_contrast,official.rights.acfb33.091,通常全問校閲
P1,takken2026.v26.rights.0229,False,権利関係,相続,multiple_choice,official.rights.acfb33.091,全誤答肢の法的妥当性確認
P0,takken2026.v26.rights.0230,True,権利関係,相続,true_false,official.rights.acfb33.092,無料見本のため最優先
P2,takken2026.v26.rights.0231,False,権利関係,相続,number_choice,official.rights.acfb33.092,通常全問校閲
P1,takken2026.v26.rights.0232,False,権利関係,相続,multiple_choice,official.rights.acfb33.092,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0233,False,権利関係,賃貸借・借地借家法,true_false,official.rights.dd60ed.093,通常全問校閲
P2,takken2026.v26.rights.0234,False,権利関係,賃貸借・借地借家法,wording_contrast,official.rights.dd60ed.093,通常全問校閲
P2,takken2026.v26.rights.0235,False,権利関係,賃貸借・借地借家法,true_false,official.rights.dd60ed.094,通常全問校閲
P1,takken2026.v26.rights.0236,False,権利関係,賃貸借・借地借家法,multiple_choice,official.rights.dd60ed.094,全誤答肢の法的妥当性確認
P2,takken2026.v26.rights.0237,False,権利関係,賃貸借・借地借家法,true_false,official.rights.dd60ed.095,通常全問校閲
P2,takken2026.v26.rights.0238,False,権利関係,賃貸借・借地借家法,wording_contrast,official.rights.dd60ed.095,通常全問校閲
